Start frame:559, End frame:559, Time taken:12 microseconds
Start frame:560, End frame:560, Time taken:7 microseconds
Start frame:561, End frame:561, Time taken:7 microseconds
Start frame:562, End frame:562, Time taken:8 microseconds
Start frame:563, End frame:563, Time taken:7 microseconds
Start frame:564, End frame:564, Time taken:7 microseconds
Start frame:565, End frame:565, Time taken:11 microseconds
Start frame:566, End frame:566, Time taken:7 microseconds
Start frame:567, End frame:567, Time taken:16 microseconds
Start frame:568, End frame:568, Time taken:7 microseconds
Start frame:569, End frame:569, Time taken:8 microseconds
Start frame:570, End frame:570, Time taken:15 microseconds
Start frame:571, End frame:571, Time taken:7 microseconds
Start frame:572, End frame:572, Time taken:7 microseconds
Start frame:573, End frame:573, Time taken:7 microseconds
Start frame:574, End frame:574, Time taken:14 microseconds
Start frame:575, End frame:575, Time taken:12 microseconds
Start frame:576, End frame:576, Time taken:8 microseconds
Start frame:577, End frame:577, Time taken:7 microseconds
Start frame:578, End frame:578, Time taken:7 microseconds
Start frame:579, End frame:579, Time taken:7 microseconds
Start frame:580, End frame:580, Time taken:7 microseconds
Start frame:581, End frame:581, Time taken:7 microseconds
Start frame:582, End frame:582, Time taken:13 microseconds
Start frame:583, End frame:583, Time taken:20 microseconds
Start frame:584, End frame:584, Time taken:10 microseconds
Start frame:585, End frame:585, Time taken:7 microseconds
Start frame:586, End frame:586, Time taken:7 microseconds
Start frame:587, End frame:587, Time taken:7 microseconds
Start frame:588, End frame:588, Time taken:7 microseconds
Start frame:589, End frame:589, Time taken:7 microseconds
Start frame:590, End frame:590, Time taken:7 microseconds
Start frame:591, End frame:591, Time taken:7 microseconds
Start frame:592, End frame:592, Time taken:7 microseconds
Start frame:593, End frame:593, Time taken:7 microseconds
Start frame:594, End frame:594, Time taken:7 microseconds
Start frame:595, End frame:595, Time taken:9 microseconds
Start frame:596, End frame:596, Time taken:7 microseconds
Start frame:597, End frame:597, Time taken:7 microseconds
Start frame:598, End frame:598, Time taken:7 microseconds
Start frame:599, End frame:599, Time taken:10 microseconds
